0.86	6.72	11.63	32.18	4.88	8.45	-2.19
0.87	6.76	11.72	32.16	4.84	8.39	-2.27
0.88	6.81	11.80	32.13	4.81	8.33	-2.35
0.89	6.86	11.88	32.11	4.77	8.26	-2.43
0.90	6.91	11.96	32.08	4.74	8.20	-2.51
0.91	6.95	12.05	32.06	4.70	8.14	-2.59
0.92	7.00	12.13	32.03	4.67	8.08	-2.67
0.93	7.05	12.21	32.00	4.63	8.02	-2.75
0.94	7.09	12.29	31.98	4.60	7.97	-2.83
0.95	7.14	12.37	31.95	4.57	7.91	-2.90
0.96	7.18	12.44	31.92	4.53	7.85	-2.98
0.97	7.23	12.52	31.89	4.50	7.79	-3.06
0.98	7.27	12.60	31.85	4.47	7.74	-3.13
0.99	7.32	12.68	31.82	4.44	7.68	-3.21
1.00	7.36	12.75	31.79	4.40	7.63	-3.29
1.01	7.41	12.83	31.76	4.37	7.57	-3.36
1.02	7.45	12.90	31.72	4.34	7.52	-3.43
1.03	7.49	12.98	31.69	4.31	7.47	-3.51
1.04	7.54	13.05	31.65	4.28	7.42	-3.58
1.05	7.58	13.13	31.61	4.25	7.36	-3.66
1.06	7.62	13.20	31.58	4.22	7.31	-3.73
1.07	7.66	13.27	31.54	4.19	7.26	-3.80
1.08	7.70	13.34	31.50	4.16	7.21	-3.87
1.09	7.75	13.42	31.46	4.13	7.16	-3.94
1.10	7.79	13.49	31.42	4.11	7.11	-4.01
1.11	7.83	13.56	31.38	4.08	7.06	-4.08
1.12	7.87	13.63	31.34	4.05	7.01	-4.15
1.13	7.91	13.70	31.30	4.02	6.97	-4.22
1.14	7.95	13.77	31.25	3.99	6.92	-4.29
1.15	7.99	13.83	31.21	3.97	6.87	-4.36
1.16	8.03	13.90	31.17	3.94	6.82	-4.43
1.17	8.07	13.97	31.12	3.91	6.78	-4.50
1.18	8.11	14.04	31.07	3.89	6.73	-4.57
1.19	8.14	14.11	31.03	3.86	6.69	-4.63
1.20	8.18	14.17	30.98	3.83	6.64	-4.70
1.21	8.22	14.24	30.93	3.81	6.60	-4.77
1.22	8.26	14.30	30.89	3.78	6.55	-4.83
1.23	8.30	14.37	30.84	3.76	6.51	-4.90
1.24	8.33	14.43	30.79	3.73	6.46	-4.96
1.25	8.37	14.50	30.74	3.71	6.42	-5.03
1.26	8.41	14.56	30.69	3.68	6.38	-5.09
1.27	8.44	14.62	30.63	3.66	6.33	-5.15
1.28	8.48	14.69	30.58	3.63	6.29	-5.22
1.29	8.52	14.75	30.53	3.61	6.25	-5.28
1.30	8.55	14.81	30.48	3.58	6.21	-5.34
1.31	8.59	14.87	30.42	3.56	6.16	-5.40
1.32	8.62	14.93	30.37	3.53	6.12	-5.47
1.33	8.66	15.00	30.31	3.51	6.08	-5.53
1.34	8.69	15.06	30.26	3.49	6.04	-5.59
1.35	8.73	15.12	30.20	3.46	6.00	-5.65
1.36	8.76	15.18	30.14	3.44	5.96	-5.71
1.37	8.80	15.23	30.08	3.42	5.92	-5.77
1.38	8.83	15.29	30.03	3.39	5.88	-5.83
1.39	8.86	15.35	29.97	3.37	5.84	-5.89
1.40	8.90	15.41	29.91	3.35	5.80	-5.95
1.41	8.93	15.47	29.85	3.33	5.76	-6.00
1.42	8.96	15.52	29.79	3.30	5.72	-6.06
1.43	9.00	15.58	29.73	3.28	5.68	-6.12
1.44	9.03	15.64	29.66	3.26	5.65	-6.17
1.45	9.06	15.69	29.60	3.24	5.61	-6.23
1.46	9.09	15.75	29.54	3.22	5.57	-6.29
1.47	9.12	15.80	29.48	3.19	5.53	-6.34
1.48	9.16	15.86	29.41	3.17	5.49	-6.40
1.49	9.19	15.91	29.35	3.15	5.46	-6.45
1.50	9.22	15.97	29.28	3.13	5.42	-6.51
1.51	9.25	16.02	29.22	3.11	5.38	-6.56
1.52	9.28	16.08	29.15	3.09	5.35	-6.61
1.53	9.31	16.13	29.08	3.07	5.31	-6.67
1.54	9.34	16.18	29.02	3.04	5.27	-6.72
1.55	9.37	16.23	28.95	3.02	5.24	-6.77
1.56	9.40	16.29	28.88	3.00	5.20	-6.82
1.57	9.43	16.34	28.81	2.98	5.17	-6.87
1.58	9.46	16.39	28.74	2.96	5.13	-6.93
1.59	9.49	16.44	28.67	2.94	5.10	-6.98
1.60	9.52	16.49	28.60	2.92	5.06	-7.03
1.61	9.55	16.54	28.53	2.90	5.03	-7.08
1.62	9.58	16.59	28.46	2.88	4.99	-7.12
1.63	9.61	16.64	28.39	2.86	4.96	-7.17
1.64	9.64	16.69	28.32	2.84	4.92	-7.22
1.65	9.66	16.74	28.24	2.82	4.89	-7.27
1.66	9.69	16.79	28.17	2.80	4.85	-7.32
1.67	9.72	16.83	28.10	2.78	4.82	-7.36
1.68	9.75	16.88	28.02	2.76	4.79	-7.41
1.69	9.77	16.93	27.95	2.74	4.75	-7.46
1.70	9.80	16.98	27.87	2.73	4.72	-7.50
1.71	9.83	17.02	27.80	2.71	4.69	-7.55
1.72	9.86	17.07	27.72	2.69	4.65	-7.60
1.73	9.88	17.12	27.65	2.67	4.62	-7.64
1.74	9.91	17.16	27.57	2.65	4.59	-7.68
1.75	9.94	17.21	27.49	2.63	4.56	-7.73
1.76	9.96	17.25	27.41	2.61	4.52	-7.77
1.77	9.99	17.30	27.34	2.59	4.49	-7.82
1.78	10.01	17.34	27.26	2.58	4.46	-7.86
1.79	10.04	17.39	27.18	2.56	4.43	-7.90
1.80	10.06	17.43	27.10	2.54	4.40	-7.94
1.81	10.09	17.48	27.02	2.52	4.37	-7.98
1.82	10.11	17.52	26.94	2.50	4.34	-8.03
1.83	10.14	17.56	26.86	2.49	4.30	-8.07
1.84	10.16	17.60	26.78	2.47	4.27	-8.11
1.85	10.19	17.65	26.70	2.45	4.24	-8.15
1.86	10.21	17.69	26.61	2.43	4.21	-8.19
1.87	10.24	17.73	26.53	2.42	4.18	-8.23
1.88	10.26	17.77	26.45	2.40	4.15	-8.26
1.89	10.28	17.81	26.37	2.38	4.12	-8.30
1.90	10.31	17.85	26.28	2.36	4.09	-8.34
1.91	10.33	17.90	26.20	2.35	4.06	-8.38
1.92	10.36	17.94	26.11	2.33	4.03	-8.42
1.93	10.38	17.98	26.03	2.31	4.01	-8.45
1.94	10.40	18.02	25.94	2.30	3.98	-8.49
1.95	10.42	18.05	25.86	2.28	3.95	-8.53
1.96	10.45	18.09	25.77	2.26	3.92	-8.56
1.97	10.47	18.13	25.69	2.25	3.89	-8.60
1.98	10.49	18.17	25.60	2.23	3.86	-8.63
1.99	10.51	18.21	25.51	2.21	3.83	-8.67
2.00	10.54	18.25	25.43	2.20	3.80	-8.70
2.01	10.56	18.29	25.34	2.18	3.78	-8.74
2.02	10.58	18.32	25.25	2.16	3.75	-8.77
2.03	10.60	18.36	25.16	2.15	3.72	-8.80
2.04	10.62	18.40	25.08	2.13	3.69	-8.84
2.05	10.64	18.43	24.99	2.12	3.67	-8.87
2.06	10.66	18.47	24.90	2.10	3.64	-8.90
2.07	10.68	18.51	24.81	2.09	3.61	-8.93
2.08	10.71	18.54	24.72	2.07	3.59	-8.97
2.09	10.73	18.58	24.63	2.05	3.56	-9.00
2.10	10.75	18.61	24.54	2.04	3.53	-9.03
2.11	10.77	18.65	24.45	2.02	3.51	-9.06
2.12	10.79	18.68	24.36	2.01	3.48	-9.09
2.13	10.81	18.72	24.27	1.99	3.45	-9.12
2.14	10.83	18.75	24.18	1.98	3.43	-9.15
2.15	10.85	18.79	24.08	1.96	3.40	-9.18
2.16	10.87	18.82	23.99	1.95	3.38	-9.21
2.17	10.88	18.85	23.90	1.93	3.35	-9.24
2.18	10.90	18.89	23.81	1.92	3.33	-9.26
2.19	10.92	18.92	23.71	1.91	3.30	-9.29
2.20	10.94	18.95	23.62	1.89	3.28	-9.32
2.21	10.96	18.98	23.53	1.88	3.25	-9.35
2.22	10.98	19.02	23.43	1.86	3.23	-9.37
2.23	11.00	19.05	23.34	1.85	3.20	-9.40
2.24	11.02	19.08	23.24	1.83	3.18	-9.43
2.25	11.03	19.11	23.15	1.82	3.15	-9.45
2.26	11.05	19.14	23.06	1.81	3.13	-9.48
2.27	11.07	19.17	22.96	1.79	3.10	-9.50
2.28	11.09	19.21	22.87	1.78	3.08	-9.53
2.29	11.11	19.24	22.77	1.77	3.06	-9.56
2.30	11.12	19.27	22.67	1.75	3.03	-9.58
2.31	11.14	19.30	22.58	1.74	3.01	-9.60
2.32	11.16	19.33	22.48	1.72	2.99	-9.63
2.33	11.18	19.36	22.38	1.71	2.96	-9.65
2.34	11.19	19.39	22.29	1.70	2.94	-9.68
2.35	11.21	19.41	22.19	1.69	2.92	-9.70
2.36	11.23	19.44	22.09	1.67	2.90	-9.72
2.37	11.24	19.47	22.00	1.66	2.87	-9.74
2.38	11.26	19.50	21.90	1.65	2.85	-9.77
2.39	11.28	19.53	21.80	1.63	2.83	-9.79
2.40	11.29	19.56	21.70	1.62	2.81	-9.81
2.41	11.31	19.59	21.60	1.61	2.79	-9.83
2.42	11.32	19.61	21.51	1.60	2.76	-9.85
2.43	11.34	19.64	21.41	1.58	2.74	-9.88
2.44	11.35	19.67	21.31	1.57	2.72	-9.90
2.45	11.37	19.69	21.21	1.56	2.70	-9.92
2.46	11.39	19.72	21.11	1.55	2.68	-9.94
2.47	11.40	19.75	21.01	1.53	2.66	-9.96
2.48	11.42	19.77	20.91	1.52	2.64	-9.98
2.49	11.43	19.80	20.81	1.51	2.62	-10.00
2.50	11.45	19.83	20.71	1.50	2.59	-10.02
2.51	11.46	19.85	20.61	1.49	2.57	-10.03
2.52	11.48	19.88	20.51	1.47	2.55	-10.05
2.53	11.49	19.90	20.41	1.46	2.53	-10.07
2.54	11.51	19.93	20.31	1.45	2.51	-10.09
2.55	11.52	19.95	20.21	1.44	2.49	-10.11
2.56	11.53	19.98	20.11	1.43	2.47	-10.13
2.57	11.55	20.00	20.00	1.42	2.45	-10.14
2.58	11.56	20.03	19.90	1.41	2.44	-10.16
2.59	11.58	20.05	19.80	1.39	2.42	-10.18
2.60	11.59	20.07	19.70	1.38	2.40	-10.20
2.61	11.60	20.10	19.60	1.37	2.38	-10.21
2.62	11.62	20.12	19.49	1.36	2.36	-10.23
2.63	11.63	20.15	19.39	1.35	2.34	-10.25
2.64	11.64	20.17	19.29	1.34	2.32	-10.26
2.65	11.66	20.19	19.19	1.33	2.30	-10.28
2.66	11.67	20.21	19.08	1.32	2.28	-10.29
2.67	11.68	20.24	18.98	1.31	2.27	-10.31
2.68	11.70	20.26	18.88	1.30	2.25	-10.32
2.69	11.71	20.28	18.77	1.29	2.23	-10.34
2.70	11.72	20.30	18.67	1.28	2.21	-10.35
2.71	11.74	20.33	18.57	1.27	2.19	-10.37
2.72	11.75	20.35	18.46	1.26	2.18	-10.38
2.73	11.76	20.37	18.36	1.25	2.16	-10.40
2.74	11.77	20.39	18.25	1.24	2.14	-10.41
2.75	11.78	20.41	18.15	1.23	2.12	-10.43
2.76	11.80	20.43	18.05	1.22	2.11	-10.44
2.77	11.81	20.45	17.94	1.21	2.09	-10.45
2.78	11.82	20.47	17.84	1.20	2.07	-10.47
2.79	11.83	20.50	17.73	1.19	2.06	-10.48
2.80	11.84	20.52	17.63	1.18	2.04	-10.49
2.81	11.86	20.54	17.52	1.17	2.02	-10.51
2.82	11.87	20.56	17.42	1.16	2.01	-10.52
2.83	11.88	20.58	17.31	1.15	1.99	-10.53
2.84	11.89	20.60	17.21	1.14	1.97	-10.54
2.85	11.90	20.62	17.10	1.13	1.96	-10.56
2.86	11.91	20.63	16.99	1.12	1.94	-10.57
2.87	11.92	20.65	16.89	1.11	1.93	-10.58
2.88	11.94	20.67	16.78	1.10	1.91	-10.59
2.89	11.95	20.69	16.68	1.09	1.89	-10.60
2.90	11.96	20.71	16.57	1.08	1.88	-10.62
2.91	11.97	20.73	16.46	1.08	1.86	-10.63
2.92	11.98	20.75	16.36	1.07	1.85	-10.64
2.93	11.99	20.77	16.25	1.06	1.83	-10.65
2.94	12.00	20.78	16.14	1.05	1.82	-10.66
2.95	12.01	20.80	16.04	1.04	1.80	-10.67
2.96	12.02	20.82	15.93	1.03	1.79	-10.68
2.97	12.03	20.84	15.82	1.02	1.77	-10.69
2.98	12.04	20.86	15.72	1.02	1.76	-10.70
2.99	12.05	20.87	15.61	1.01	1.74	-10.71
3.00	12.06	20.89	15.50	1.00	1.73	-10.72
3.01	12.07	20.91	15.40	0.99	1.72	-10.73
3.02	12.08	20.92	15.29	0.98	1.70	-10.74
3.03	12.09	20.94	15.18	0.97	1.69	-10.75
3.04	12.10	20.96	15.07	0.97	1.67	-10.76
3.05	12.11	20.97	14.97	0.96	1.66	-10.77
3.06	12.12	20.99	14.86	0.95	1.65	-10.78
3.07	12.13	21.01	14.75	0.94	1.63	-10.79
3.08	12.14	21.02	14.64	0.94	1.62	-10.80
3.09	12.15	21.04	14.53	0.93	1.61	-10.81
3.10	12.16	21.06	14.43	0.92	1.59	-10.81
3.11	12.17	21.07	14.32	0.91	1.58	-10.82
3.12	12.17	21.09	14.21	0.90	1.57	-10.83
3.13	12.18	21.10	14.10	0.90	1.55	-10.84
3.14	12.19	21.12	13.99	0.89	1.54	-10.85
3.15	12.20	21.13	13.88	0.88	1.53	-10.86
3.16	12.21	21.15	13.78	0.87	1.52	-10.86
3.17	12.22	21.16	13.67	0.87	1.50	-10.87
3.18	12.23	21.18	13.56	0.86	1.49	-10.88
3.19	12.24	21.19	13.45	0.85	1.48	-10.89
3.20	12.24	21.21	13.34	0.85	1.47	-10.89
3.21	12.25	21.22	13.23	0.84	1.45	-10.90
3.22	12.26	21.24	13.12	0.83	1.44	-10.91
3.23	12.27	21.25	13.01	0.83	1.43	-10.92
3.24	12.28	21.27	12.90	0.82	1.42	-10.92
3.25	12.29	21.28	12.79	0.81	1.41	-10.93
3.26	12.29	21.29	12.68	0.80	1.39	-10.94
3.27	12.30	21.31	12.58	0.80	1.38	-10.94
3.28	12.31	21.32	12.47	0.79	1.37	-10.95
3.29	12.32	21.33	12.36	0.78	1.36	-10.96
3.30	12.33	21.35	12.25	0.78	1.35	-10.96
3.31	12.33	21.36	12.14	0.77	1.34	-10.97
3.32	12.34	21.37	12.03	0.77	1.33	-10.98
3.33	12.35	21.39	11.92	0.76	1.31	-10.98
3.34	12.36	21.40	11.81	0.75	1.30	-10.99
3.35	12.36	21.41	11.70	0.75	1.29	-10.99
3.36	12.37	21.43	11.59	0.74	1.28	-11.00
3.37	12.38	21.44	11.48	0.73	1.27	-11.01
3.38	12.39	21.45	11.37	0.73	1.26	-11.01
3.39	12.39	21.46	11.26	0.72	1.25	-11.02
3.40	12.40	21.48	11.15	0.72	1.24	-11.02
3.41	12.41	21.49	11.04	0.71	1.23	-11.03
3.42	12.41	21.50	10.93	0.70	1.22	-11.03
3.43	12.42	21.51	10.82	0.70	1.21	-11.04
3.44	12.43	21.53	10.71	0.69	1.20	-11.05
3.45	12.43	21.54	10.59	0.69	1.19	-11.05
3.46	12.44	21.55	10.48	0.68	1.18	-11.06
3.47	12.45	21.56	10.37	0.67	1.17	-11.06
3.48	12.45	21.57	10.26	0.67	1.16	-11.07
3.49	12.46	21.58	10.15	0.66	1.15	-11.07
3.50	12.47	21.59	10.04	0.66	1.14	-11.08
3.51	12.47	21.61	9.93	0.65	1.13	-11.08
3.52	12.48	21.62	9.82	0.65	1.12	-11.09
3.53	12.49	21.63	9.71	0.64	1.11	-11.09
3.54	12.49	21.64	9.60	0.64	1.10	-11.09
3.55	12.50	21.65	9.49	0.63	1.09	-11.10
3.56	12.51	21.66	9.38	0.62	1.08	-11.10
3.57	12.51	21.67	9.26	0.62	1.07	-11.11
3.58	12.52	21.68	9.15	0.61	1.06	-11.11
3.59	12.52	21.69	9.04	0.61	1.06	-11.12
3.60	12.53	21.70	8.93	0.60	1.05	-11.12
3.61	12.54	21.71	8.82	0.60	1.04	-11.12
3.62	12.54	21.72	8.71	0.59	1.03	-11.13
3.63	12.55	21.73	8.60	0.59	1.02	-11.13
3.64	12.55	21.74	8.49	0.58	1.01	-11.14
3.65	12.56	21.75	8.37	0.58	1.00	-11.14
3.66	12.57	21.76	8.26	0.57	0.99	-11.14
3.67	12.57	21.77	8.15	0.57	0.99	-11.15
3.68	12.58	21.78	8.04	0.56	0.98	-11.15
3.69	12.58	21.79	7.93	0.56	0.97	-11.16
3.70	12.59	21.80	7.82	0.55	0.96	-11.16
3.71	12.59	21.81	7.71	0.55	0.95	-11.16
3.72	12.60	21.82	7.59	0.55	0.94	-11.17
3.73	12.60	21.83	7.48	0.54	0.94	-11.17
3.74	12.61	21.84	7.37	0.54	0.93	-11.17
3.75	12.62	21.85	7.26	0.53	0.92	-11.18
3.76	12.62	21.86	7.15	0.53	0.91	-11.18
3.77	12.63	21.87	7.03	0.52	0.91	-11.18
3.78	12.63	21.88	6.92	0.52	0.90	-11.19
3.79	12.64	21.89	6.81	0.51	0.89	-11.19
3.80	12.64	21.90	6.70	0.51	0.88	-11.19
3.81	12.65	21.90	6.59	0.51	0.88	-11.20
3.82	12.65	21.91	6.48	0.50	0.87	-11.20
3.83	12.66	21.92	6.36	0.50	0.86	-11.20
3.84	12.66	21.93	6.25	0.49	0.85	-11.20
3.85	12.67	21.94	6.14	0.49	0.85	-11.21
3.86	12.67	21.95	6.03	0.48	0.84	-11.21
3.87	12.68	21.95	5.91	0.48	0.83	-11.21
3.88	12.68	21.96	5.80	0.48	0.82	-11.22
3.89	12.69	21.97	5.69	0.47	0.82	-11.22
3.90	12.69	21.98	5.58	0.47	0.81	-11.22
3.91	12.69	21.99	5.47	0.46	0.80	-11.22
3.92	12.70	22.00	5.35	0.46	0.80	-11.23
3.93	12.70	22.00	5.24	0.46	0.79	-11.23
3.94	12.71	22.01	5.13	0.45	0.78	-11.23
3.95	12.71	22.02	5.02	0.45	0.78	-11.23
3.96	12.72	22.03	4.90	0.44	0.77	-11.24
3.97	12.72	22.03	4.79	0.44	0.76	-11.24
3.98	12.73	22.04	4.68	0.44	0.76	-11.24
3.99	12.73	22.05	4.57	0.43	0.75	-11.24
4.00	12.73	22.06	4.45	0.43	0.74	-11.25
4.01	12.74	22.06	4.34	0.43	0.74	-11.25
4.02	12.74	22.07	4.23	0.42	0.73	-11.25
4.03	12.75	22.08	4.12	0.42	0.73	-11.25
4.04	12.75	22.09	4.00	0.42	0.72	-11.25
4.05	12.76	22.09	3.89	0.41	0.71	-11.26
4.06	12.76	22.10	3.78	0.41	0.71	-11.26
4.07	12.76	22.11	3.67	0.40	0.70	-11.26
4.08	12.77	22.11	3.55	0.40	0.69	-11.26
4.09	12.77	22.12	3.44	0.40	0.69	-11.26
4.10	12.78	22.13	3.33	0.39	0.68	-11.27
4.11	12.78	22.13	3.22	0.39	0.68	-11.27
4.12	12.78	22.14	3.10	0.39	0.67	-11.27
4.13	12.79	22.15	2.99	0.38	0.67	-11.27
4.14	12.79	22.15	2.88	0.38	0.66	-11.27
4.15	12.79	22.16	2.77	0.38	0.65	-11.28
4.16	12.80	22.17	2.65	0.37	0.65	-11.28
4.17	12.80	22.17	2.54	0.37	0.64	-11.28
4.18	12.81	22.18	2.43	0.37	0.64	-11.28
4.19	12.81	22.19	2.31	0.37	0.63	-11.28
4.20	12.81	22.19	2.20	0.36	0.63	-11.28
4.21	12.82	22.20	2.09	0.36	0.62	-11.29
4.22	12.82	22.21	1.98	0.36	0.62	-11.29
4.23	12.82	22.21	1.86	0.35	0.61	-11.29
4.24	12.83	22.22	1.75	0.35	0.61	-11.29
4.25	12.83	22.22	1.64	0.35	0.60	-11.29
4.26	12.83	22.23	1.52	0.34	0.60	-11.29
4.27	12.84	22.24	1.41	0.34	0.59	-11.29
4.28	12.84	22.24	1.30	0.34	0.59	-11.30
4.29	12.84	22.25	1.19	0.33	0.58	-11.30
4.30	12.85	22.25	1.07	0.33	0.58	-11.30
4.31	12.85	22.26	0.96	0.33	0.57	-11.30
4.32	12.85	22.26	0.85	0.33	0.57	-11.30
4.33	12.86	22.27	0.73	0.32	0.56	-11.30
4.34	12.86	22.28	0.62	0.32	0.56	-11.30
4.35	12.86	22.28	0.51	0.32	0.55	-11.31
4.36	12.87	22.29	0.39	0.32	0.55	-11.31
4.37	12.87	22.29	0.28	0.31	0.54	-11.31
4.38	12.87	22.30	0.17	0.31	0.54	-11.31
4.39	12.88	22.30	0.05	0.31	0.53	-11.31
4.40	12.88	22.31	-0.06	0.30	0.53	-11.31
